id,root,affix,info,pos,tense,person,possession,cases,verb_voice1,verb_voice2,verb_voice3,verb_func,impulsion,copula,singular,plural,question,negative,lexical_affixes,syntactical_affixes
965,ishla/yur,(i)ttirdik,"",VERB,,,,,,,,,,,,,,,,
926,ishla/yur,(i)ttirdilar,"",VERB,,,,,,,,,,,,1,,,,
966,ishla/yur,(i)ttirdim,"",VERB,,,,,,,,,,,,,,,,
927,ishla/yur,(i)ttirdimi,"",VERB,,,,,,,,,,,,,1,,,
928,ishla/yur,(i)ttirding,"",VERB,,,,,,,,,,,,,,,,
929,ishla/yur,(i)ttirdingiz,"",VERB,,,,,,,,,,,,,,,,
930,ishla/yur,(i)ttirdingizmi,"",VERB,,,,,,,,,,,,,1,,,
931,ishla/yur,(i)ttirdingmi,"",VERB,,,,,,,,,,,,,1,,,
932,ishla/yur,(i)ttirgan,"",VERB,,,,,,,,,,,,,,,,
933,ishla/yur,(i)ttirgani,"",VERB,,,,,,,,,,,,,,,,
935,ishla/yur,(i)ttirganida,"",VERB,,,,,,,,,,,,,,,,
936,ishla/yur,(i)ttirganidan,"",VERB,,,,,,,,,,,,,,,,
937,ishla/yur,(i)ttirganim,"",VERB,,,,,,,,,,,,,,,,
938,ishla/yur,(i)ttirganing,"",VERB,,,,,,,,,,,,,,,,
939,ishla/yur,(i)ttirganingiz,"",VERB,,,,,,,,,,,,,,,,
934,ishla/yur,(i)ttirganini,"",VERB,,,,,,,,,,,,,,,,
969,ishla/yur,(i)ttirib,"",VERB,,,,,,,,,,,,,,,,
970,ishla/yur,(i)ttiribdi,"",VERB,,,,,,,,,Message,,,,,,,
971,ishla/yur,(i)ttiribdilar,"",VERB,,,,,,,,,,,,1,,,,
972,ishla/yur,(i)ttiribdimi,"",VERB,,,,,,,,,,,,,1,,,
940,ishla/yur,(i)ttirma,"",VERB,,,,,,,,,,,,,,1,,
961,ishla/yur,(i)ttirmadi,"",VERB,,,,,,,,,Message,,,,,1,,
962,ishla/yur,(i)ttirmadik,"",VERB,,,,,,,,,,,,,,1,,
963,ishla/yur,(i)ttirmading,"",VERB,,,,,,,,,,,,,,1,,
964,ishla/yur,(i)ttirmadingiz,"",VERB,,,,,,,,,,,,,,1,,
941,ishla/yur,(i)ttirmagan,"",VERB,,,,,,,,,,,,,,1,,
942,ishla/yur,(i)ttirmagandi,"",VERB,,,,,,,,,Message,,,,,1,,
955,ishla/yur,(i)ttirmagandik,"",VERB,,,,,,,,,,,,,,1,,
954,ishla/yur,(i)ttirmagandim,"",VERB,,,,,,,,,,,,,,1,,
956,ishla/yur,(i)ttirmaganding,"",VERB,,,,,,,,,,,,,,1,,
957,ishla/yur,(i)ttirmagandingiz,"",VERB,,,,,,,,,,,,,,1,,
958,ishla/yur,(i)ttirmagani,"",VERB,,,,,,,,,,,,,,1,,
943,ishla/yur,(i)ttirmaganim,"",VERB,,,,,,,,,,,,,,1,,
944,ishla/yur,(i)ttirmaganing,"",VERB,,,,,,,,,,,,,,1,,
945,ishla/yur,(i)ttirmaganingiz,"",VERB,,,,,,,,,,,,,,1,,
947,ishla/yur,(i)ttirmaganingizda,"",VERB,,,,,,,,,,,,,,1,,
946,ishla/yur,(i)ttirmaganingizdan,"",VERB,,,,,,,,,,,,,,1,,
953,ishla/yur,(i)ttirmaganligi,"",VERB,,,,,,,,,,,,,,1,,
959,ishla/yur,(i)ttirmaganmi,"",VERB,,,,,,,,,,,,,1,1,,
948,ishla/yur,(i)ttirmaganmidi,"",VERB,,,,,,,,,Message,,,,1,1,,
951,ishla/yur,(i)ttirmaganmidik,"",VERB,,,,,,,,,,,,,1,1,,
952,ishla/yur,(i)ttirmaganmidim,"",VERB,,,,,,,,,,,,,1,1,,
949,ishla/yur,(i)ttirmaganmiding,"",VERB,,,,,,,,,,,,,1,1,,
950,ishla/yur,(i)ttirmaganmidingiz,"",VERB,,,,,,,,,,,,,1,1,,
221,u/siz/biz/kim/sen/men,(n)ikimi,"biz{niki}/ sen{iki}. Qoida: agar n xarfi bilan tugasa {iki}/ aks holda {niki} qo`shiladi.",NOUN,,,,,,,,,,,,,1,,,
5,kitob/opa/avzo,(s)i,"kitobi/opasi/ avzoy",NOUN,,,3,,,,,,,,,,,,,
173,kitob/opa/avzo,(s)ida,"kitobi/opasi/ avzoy",NOUN,,,3,Locative,,,,,,,,,,,,
684,kitob/opa/avzo,(s)idagi,"kitobi/opasi/avzoyi [avzoy bulib qoladi/ bunda y ni correction_affix da qirqadi]",NOUN,,,3,,,,,,,,,,,,,
170,kitob/opa/avzo,(s)idan,"kitobi/opasi/ avzoy",NOUN,,,3,Ablative,,,,,,,,,,,,
169,kitob/opa/avzo,(s)iga,"kitobi/opasi/ avzoy",NOUN,,,3,Dative,,,,,,,,,,,,
50,kitob/opa/avzo,(s)iman,"kitobi/opasi/ avzoy",NOUN,,,1,,,,,,,1,1,,,1,,
38,kitob/opa/avzo,(s)imi,"kitobi/opasi/ avzoy",NOUN,,,2,,,,,,,,1,,1,,,
52,kitob/opa/avzo,(s)imisan,"kitobi/opasi/ avzoy",NOUN,,,1,,,,,,,1,1,,1,,,
51,kitob/opa/avzo,(s)imisiz,"kitobi/opasi/ avzoy",NOUN,,,2,,,,,,,1,1,,1,,,
171,kitob/opa/avzo,(s)ini,"kitobi/opasi/ avzoy",NOUN,,,3,Accusative,,,,,,,,,,,,
172,kitob/opa/avzo,(s)ining,"kitobi/opasi/ avzoy",NOUN,,,3,Genitive,,,,,,,1,,,,,
49,kitob/opa/avzo,(s)isiz,"kitobi/opasi/ avzoy",NOUN,,,2,,,,,,,1,1,,,,,
153,ayt/qil/ishla,(t)Tir,"T:{t/d} Qoida: Tir odatda undosh harflardan keyin qushilyapti/ ttir shaklida keladi faqat/ t kelmaganda tir/dir shaklida bo`lishi mumkin",VERB,,,,,,,,,,,,,,,,
633,yugur/qil/uxla,(t)Tirayotganda,"t qo`shilsa faqat T->tir shaklida qo`shiladi",VERB,,,,,,,,,,,,,,,,
604,ayt/qil/ishla,(t)Tirdi,"{t} FEL nisbatidan keyin {tir} nisbati qushilganda suz bu bn tugay olmaydi/ masalan {ishla+t+tir} ishlattir degan suz bulmaydi",VERB,,,,,,,,,Message,,,,,,,
606,ayt/qil/ishla,(t)Tirdik,"",VERB,,,,,,,,,,,,,,,,
591,ayt/qil/ishla,(t)Tirdikmi,"",VERB,,,,,,,,,,,,,1,,,
582,ayt/qil/ishla,(t)Tirdilar,"",VERB,,,,,,,,,,,,1,,,,
605,ayt/qil/ishla,(t)Tirdim,"",VERB,,,,,,,,,,,,,,,,
577,ayt/qil/ishla,(t)Tirdimi,"",VERB,,,,,,,,,,,,,1,,,
592,ayt/qil/ishla,(t)Tirdimmi,"",VERB,,,,,,,,,,,,,1,,,
607,ayt/qil/ishla,(t)Tirding,"",VERB,,,,,,,,,,,,,,,,
608,ayt/qil/ishla,(t)Tirdingiz,"",VERB,,,,,,,,,,,,,,,,
589,ayt/qil/ishla,(t)Tirdingizmi,"",VERB,,,,,,,,,,,,,1,,,
590,ayt/qil/ishla,(t)Tirdingmi,"",VERB,,,,,,,,,,,,,1,,,
575,ayt/qil/ishla,(t)Tirgan,"",VERB,,,,,,,,,,,,,,,,
434,ayt/qil/ishla,(t)Tirgandi,"FEL nisbat",VERB,,,,,,,,,Message,,,,,,,
436,ayt/qil/ishla,(t)Tirgandilar,"FEL nisbat",VERB,,,,,,,,,,,,1,,,,
437,ayt/qil/ishla,(t)Tirganding,"FEL nisbat",VERB,,,,,,,,,,,,,,,,
438,ayt/qil/ishla,(t)Tirgandingiz,"FEL nisbat",VERB,,,,,,,,,,,,,,,,
435,ayt/qil/ishla,(t)Tirganmidi,"FEL nisbat",VERB,,,,,,,,,Message,,,,1,,,
440,ayt/qil/ishla,(t)Tirganmiding,"FEL nisbat",VERB,,,,,,,,,,,,,1,,,
439,ayt/qil/ishla,(t)Tirganmidingiz,"FEL nisbat",VERB,,,,,,,,,,,,,1,,,
609,ayt/qil/ishla,(t)Tirildi,"{t+tir+il}+di 3 ta FEL nisbati",VERB,,,,,,,,,Message,,,,,,,
611,ayt/qil/ishla,(t)Tirildimi,"",VERB,,,,,,,,,,,,,1,,,
610,ayt/qil/ishla,(t)Tirilgan,"",VERB,,,,,,,,,,,,,,,,
619,ayt/qil/ishla,(t)Tirilgandim,"",VERB,,,,,,,,,,,,,,,,
620,ayt/qil/ishla,(t)Tirilganding,"",VERB,,,,,,,,,,,,,,,,
621,ayt/qil/ishla,(t)Tirilgandingiz,"t+tir buladi yoki T{t/d} tir/dir bulishi mumkin",VERB,,,,,,,,,,,,,,,,
618,ayt/qil/ishla,(t)Tirilganim,"",VERB,,,,,,,,,,,,,,,,
616,ayt/qil/ishla,(t)Tirilganing,"",VERB,,,,,,,,,,,,,,,,
617,ayt/qil/ishla,(t)Tirilganingiz,"",VERB,,,,,,,,,,,,,,,,
612,ayt/qil/ishla,(t)Tirilganmi,"",VERB,,,,,,,,,,,,,1,,,
613,ayt/qil/ishla,(t)Tirilganmidik,"",VERB,,,,,,,,,,,,,1,,,
614,ayt/qil/ishla,(t)Tirilganmiding,"",VERB,,,,,,,,,,,,,1,,,
615,ayt/qil/ishla,(t)Tirilganmidingiz,"",VERB,,,,,,,,,,,,,1,,,
593,ayt/qil/ishla,(t)Tirmadi,"",VERB,,,,,,,,,Message,,,,,1,,
594,ayt/qil/ishla,(t)Tirmadik,"",VERB,,,,,,,,,,,,,,,,
595,ayt/qil/ishla,(t)Tirmading,"",VERB,,,,,,,,,,,,,,1,,
596,ayt/qil/ishla,(t)Tirmadingiz,"",VERB,,,,,,,,,,,,,,1,,
597,ayt/qil/ishla,(t)Tirmagan,"",VERB,,,,,,,,,,,,,,1,,
598,ayt/qil/ishla,(t)Tirmagandi,"",VERB,,,,,,,,,Message,,,,,1,,
601,ayt/qil/ishla,(t)Tirmagandik,"",VERB,,,,,,,,,,,,,,1,,
602,ayt/qil/ishla,(t)Tirmagandim,"",VERB,,,,,,,,,,,,,,1,,
599,ayt/qil/ishla,(t)Tirmaganding,"",VERB,,,,,,,,,,,,,,1,,
600,ayt/qil/ishla,(t)Tirmagandingiz,"",VERB,,,,,,,,,,,,,,1,,
631,ayt/qil/ishla,(t)Tirmoq,"(t) qushilgan ustunlik T->tir shaklida qushiladi",VERB,,,,,,,,,,,,,,,,
6,kitob/toq/burchak,Ga,"G{g/k/q} kitobga/burchakka/toqqa",NOUN,,,,,,,,,,,,,,,,
442,yugur/uxla/ek/chiq,Gach,"",VERB,,,,,,,,,,,,,,,,
151,kun/oy/yil/terim/tog`,Gacha,"faqat vaqtni bildiruvchi suzlardan keyin/ asr/qiyomat/yil [sanaladigan sonlardan keyn/ keyingi yilgacha/ 5-asrgacha] toqqacha",NOUN,,,,,,,,,,,,,,,,
443,yugur/uxla/ek/chiq,Gachgina,"",VERB,,,,,,,,,,,,,,,,
80,bor/kuyla/chiq/cho`k,Gan,"utgan zamon",VERB,,,,,,,,,,,,,,,,
150,yugur/sakra/ek/chiq,Gancha,"G:{g/k/q}",VERB,,,,,,,,,,,,,,,,
470,yugur/uxla/ek/chiq,Ganchalik,"sakra{ganchalik}",VERB,,,,,,,,,,,,,,,,
458,yugur/uxla/ek/chiq,Ganda,"",VERB,,,,,,,,,,,,,,,,
457,yugur/uxla/ek/chiq,Gandan,"",VERB,,,,,,,,,,,,,,,,
81,bor/kuyla/chiq/cho`k,Gandi,"utgan zamon",VERB,,,,,,,,,Message,,,,,,,
83,bor/kuyla/chiq/cho`k,Gandik,"utgan zamon",VERB,,,,,,,,,,,,,,,,
1171,bor/tek/chiq,Gandikmi,"Orttirma nisbat",VERB,,,,,,,,,,,,,1,,,
84,bor/kuyla/chiq/cho`k,Gandilar,"utgan zamon",VERB,,,,,,,,,,,,1,,,,
82,bor/kuyla/chiq/cho`k,Gandim,"utgan zamon",VERB,,,,,,,,,,,,,,,,
106,bor/kuyla/chiq/cho`k,Ganding,"",VERB,,,,,,,,,,,,,,,,
1167,bor/tek/chiq,Gandingiz,"Orttirma nisbat",VERB,,,,,,,,,,,,,,,,
1168,bor/tek/chiq,Gandingizmi,"Orttirma nisbat",VERB,,,,,,,,,,,,,1,,,
108,bor/kuyla/chiq/cho`k,Gandingmi,"",VERB,,,,,,,,,,,,,1,,,
269,bor/ayt/chiq,Gani,"G:{g/k/q} bor{gani}/ chiq{qani}",VERB,,,,,,,,,,,,,,,,
1504,kul/chiq,Ganicha,"",VERB,,,,,,,,,,,,,,,,
266,bor/ayt/chiq,Ganida,"Q:{g/q} bor{ganida}/ chiq{qanida}",VERB,,,,,,,,,,,,,,,,
272,bor/ayt/chiq,Ganidan,"Q:{g/q} ayt{ganidan}/ chiq{qanidan}",VERB,,,,,,,,,,,,,,,,
1695,chiq/ayt,Ganidek,"",VERB,,,,,,,,,,,,,,,,
290,o`yla/ayt/chiq/cho`k,Ganim,"Q:{g/k/q}",VERB,,,,,,,,,,,,,,,,
293,o`yla/ayt/chiq/cho`k,Ganimda,"Q:{g/k/q}",VERB,,,,,,,,,,,,,,,,
292,o`yla/ayt/chiq/cho`k,Ganimdan,"Q:{g/k/q}",VERB,,,,,,,,,,,,,,,,
462,yugur/uxla/ek/chiq,Ganimday,"",VERB,,,,,,,,,,,,,,,,
287,o`yla/ayt/chiq,Ganimdek,"Q:{g/k/q}",VERB,,,,,,,,,,,,,,,,
426,yugur/uxla/ek/chiq,Ganimiz,"",VERB,,,,,,,,,,,,,,,,
427,yugur/uxla/ek/chiq,Ganimizda,"",VERB,,,,,,,,,,,,,,,,
430,yugur/uxla/ek/chiq,Ganimizdagina,"G:{g/k/q}",VERB,,,,,,,,,,,,,,,,
431,yugur/uxla/ek/chiq,Ganimizday,"",VERB,,,,,,,,,,,,,,,,
468,yugur/uxla/ek/chiq,Ganimizdek,"",VERB,,,,,,,,,,,,,,,,
428,yugur/uxla/ek/chiq,Ganimizni,"",VERB,,,,,,,,,,,,,,,,
429,yugur/uxla/ek/chiq,Ganimiznigina,"",VERB,,,,,,,,,,,,,,,,
288,o`yla/ayt/chiq,Ganimni,"Q:{g/k/q}",VERB,,,,,,,,,,,,,,,,
473,yugur/uxla/ek/chiq,Ganimnigina,"",VERB,,,,,,,,,,,,,,,,
472,yugur/uxla/ek/chiq,Ganimning,"",VERB,,,,,,,,,,,,,,,,
102,bor/kuyla/chiq/cho`k,Ganing,"",VERB,,,,,,,,,,,,,,,,
104,bor/kuyla/chiq/cho`k,Ganingda,"",VERB,,,,,,,,,,,,,,,,
103,bor/kuyla/chiq/cho`k,Ganingdan,"",VERB,,,,,,,,,,,,,,,,
463,yugur/uxla/ek/chiq,Ganingday,"",VERB,,,,,,,,,,,,,,,,
466,yugur/uxla/ek/chiq,Ganingdek,"",VERB,,,,,,,,,,,,,,,,
105,bor/kuyla/chiq/cho`k,Ganingga,"",VERB,,,,,,,,,,,,,,,,
146,bor/kuyla/chiq/cho`k,Ganingiz,"",VERB,,,,,,,,,,,,,,,,
464,yugur/uxla/ek/chiq,Ganingizday,"",VERB,,,,,,,,,,,,,,,,
465,yugur/uxla/ek/chiq,Ganingizdek,"",VERB,,,,,,,,,,,,,,,,
148,bor/kuyla/chiq/cho`k,Ganingizni,"",VERB,,,,,,,,,,,,,,,,
475,yugur/uxla/ek/chiq,Ganingiznigina,"",VERB,,,,,,,,,,,,,,,,
452,yugur/uxla/ek/chiq,Ganinglar,"",VERB,,,,,,,,,,,,1,,,,
454,yugur/uxla/ek/chiq,Ganinglarda,"",VERB,,,,,,,,,,,,1,,,,
455,yugur/uxla/ek/chiq,Ganinglardan,"",VERB,,,,,,,,,,,,1,,,,
453,yugur/uxla/ek/chiq,Ganinglarni,"",VERB,,,,,,,,,,,,1,,,,
274,bor/ayt/chiq,Ganingni,"Q:{g/q} ayt{ganingni}/ chiq{qaningni}",VERB,,,,,,,,,,,,,,,,
474,yugur/uxla/ek/chiq,Ganingnigina,"",VERB,,,,,,,,,,,,,,,,
271,bor/ayt/chiq,Ganini,"Q:{g/q} bor{ganini}/ chiq{qanini}",VERB,,,,,,,,,,,,,,,,
1682,kel/chiq,Ganlar,"",VERB,,,,,,,,,,,,1,,,,
275,bor/ayt/chiq,Ganlari,"Q:{g/q} ayt{ganlari}/ chiq{qanlari}",VERB,,,,,,,,,,,,1,,,,
228,yugur/bor/chiq,Ganlarida,"Q:{g/q}",VERB,,,,,,,,,,,,1,,,,
227,yugur/bor/chiq,Ganlaridan,"Q:{g/q}",VERB,,,,,,,,,,,,1,,,,
289,o`yla/ayt/chiq/cho`k,Ganlarim,"Q:{g/k/q}",VERB,,,,,,,,,,,,1,,,,
423,yugur/uxla/ek/chiq,Ganlarimiz,"",VERB,,,,,,,,,,,,1,,,,
424,yugur/uxla/ek/chiq,Ganlarimizni,"",VERB,,,,,,,,,,,,1,,,,
655,kel/kuyla,Ganlaring,"",VERB,,,,,,,,,,,,1,,,,
662,kel/kuyla,Ganlaringda,"",VERB,,,,,,,,,,,,1,,,,
663,kel/kuyla,Ganlaringdan,"",VERB,,,,,,,,,,,,1,,,,
654,kel/kuyla,Ganlaringiz,"",VERB,,,,,,,,,,,,1,,,,
664,kel/kuyla,Ganlaringni,"",VERB,,,,,,,,,,,,1,,,,
229,yugur/yig`la/chiq,Ganlarini,"Q:{g/q}",VERB,,,,,,,,,,,,1,,,,
652,kel/kuyla,Ganlarni,"",VERB,,,,,,,,,,,,1,,,,
1428,bor/chiq,Ganlarning,"",VERB,,,,,,,,,,,,1,,,,
524,yugur/ek/chiq/sakra,Ganligini,"G:{g/k/q}",VERB,,,,,,,,,,,,,,,,
1410,boshla/to`k,Ganman,"",VERB,,,,,,,,,,,,,,,,
86,bor/kuyla/chiq/cho`k,Ganmi,"",VERB,,,,,,,,,,,,,1,,,
85,bor/kuyla/chiq/cho`k,Ganmidi,"",VERB,,,,,,,,,Message,,,,1,,,
231,yugur/yig`la/chiq,Ganmidik,"Q:{g/q}",VERB,,,,,,,,,,,,,1,,,
297,o`yla/ayt/chiq/cho`k,Ganmidilar,"Q:{g/k/q}",VERB,,,,,,,,,,,,1,1,,,
294,o`yla/ayt/chiq/cho`k,Ganmidim,"Q:{g/k/q}",VERB,,,,,,,,,,,,,1,,,
295,o`yla/ayt/chiq/cho`k,Ganmiding,"Q:{g/k/q}",VERB,,,,,,,,,,,,,1,,,
87,bor/kuyla/chiq/cho`k,Ganmidingiz,"",VERB,,,,,,,,,,,,,1,,,
237,yugur/yig`la/chiq,Ganmisan,"Q:{g/q}",VERB,,,,,,,,,,,,,1,,,
406,ayt/ek/chiq,Ganmish,"G:{g/k/q} FEL. Gumon manosida",VERB,,,,,,,,,,,,,,,,
236,yugur/yig`la/chiq,Ganmisiz,"Q:{g/q}",VERB,,,,,,,,,,,,,,,,
96,bor/kuyla/chiq/cho`k,Ganmiz,"",VERB,,,,,,,,,,,,,,,,
235,yugur/yig`la/chiq,Ganmizmi,"Q:{g/q}",VERB,,,,,,,,,,,,,1,,,
459,yugur/uxla/ek/chiq,Ganni,"",VERB,,,,,,,,,,,,,,,,
1411,boshla/to`k,Gansan,"",VERB,,,,,,,,,,,,,,,,
97,bor/kuyla/chiq/cho`k,Gansiz,"",VERB,,,,,,,,,,,,,,,,
240,yugur/yig`la/chiq,Gansizmi,"Q:{g/q}",VERB,,,,,,,,,,,,,1,,,
214,ayt/kuyla,Gay,"Q:{g/q} aytgay/ chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}/ q bn tugasas {q} bilan keladi.",VERB,,,,,,,,,,,,,,,,
1654,yur/yet/ut,Gazadi,"",VERB,,,,,,,,,Message,,,,,,,
1653,yur/yet/ut,Gazdi,"",VERB,,,,,,,,,Message,,,,,,,
1652,yur/yet/ut,Gazgan,"",VERB,,,,,,,,,,,,,,,,
1651,yur/yet/ut,Gazganini,"",VERB,,,,,,,,,,,,,,,,
1634,yur/yet,Gazildi,"",VERB,,,,,,,,,Message,,,,,,,
1629,yur/yet,Gazilgan,"",VERB,,,,,,,,,,,,,,,,
1630,yur/yet,Gazilgandi,"",VERB,,,,,,,,,Message,,,,,,,
1631,yur/yet,Gazilgani,"",VERB,,,,,,,,,,,,,,,,
1633,yur/yet,Gazilganida,"",VERB,,,,,,,,,,,,,,,,
1632,yur/yet,Gazilganidan,"",VERB,,,,,,,,,,,,,,,,
1650,yur/yet/ut,Gazilish,"",VERB,,,,,,,,,,,,,,,,
1626,yur/yet,Gazish,"",VERB,,,,,,,,,,,,,,,,
1627,yur/yet,Gazishi,"",VERB,,,,,,,,,,,,,,,,
1628,yur/yet,Gazishida,"",VERB,,,,,,,,,,,,,,,,
1649,yur/yet,Gazishni,"",VERB,,,,,,,,,,,,,,,,
1625,yur/yet,Gazmoqchi,"",VERB,Future,3,,,,,,,Proposal,,,,,,,
62,bor/kuyla/chiq,Gin,"buyruq/istak mayli 2-shaxs",VERB,Future,,,,,,,,Imperative,,,,,,,
446,yugur/uxla/ek/chiq,Gudek,"",VERB,,,,,,,,,,,,,,,,
445,yugur/uxla/ek/chiq,Guncha,"",VERB,,,,,,,,,,,,,,,,
1174,ko`rgaz/o`tkaz/yotqiz/turg`az,Qaz,"Orttirma nisbat",VERB,,,,,,,,,,,,,,,,
1175,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazdi,"",VERB,,,,,,,,,Message,,,,,,,
1176,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazdilar,"",VERB,,,,,,,,,,,,1,,,,
1177,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazdimi,"",VERB,,,,,,,,,,,,,1,,,
1178,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazgan,"",VERB,,,,,,,,,,,,,,,,
1180,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazgandi,"",VERB,,,,,,,,,Message,,,,,,,
1181,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazgandilar,"",VERB,,,,,,,,,,,,1,,,,
1183,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazgani,"",VERB,,,,,,,,,,,,,,,,
1179,ko`rgaz/o`tkaz/yotqiz/turg`az,Qazganmi,"",VERB,,,,,,,,,,,,,1,,,
1311,almash/yoz,Tir,"",VERB,,,,,,,,,,,,,,,,
1575,et/qil,Tiradi,"",VERB,,,,,,,,,Message,,,,,,,
1635,yengillash,Tiradigan,"",VERB,,,,,,,,,,,,,,,,
1373,almash/yoz,Tirar,"",VERB,,,,,,,,,,,,,,,,
1374,almash/yoz,Tirardi,"",VERB,,,,,,,,,Message,,,,,,,
1378,almash/yoz,Tirardik,"",VERB,,,,,,,,,,,,,,,,
1379,almash/yoz,Tirarding,"",VERB,,,,,,,,,,,,,,,,
1380,almash/yoz,Tirardingiz,"",VERB,,,,,,,,,,,,,,,,
1377,almash/yoz,Tirarkan,"",VERB,,,,,,,,,,,,,,,,
1375,almash/yoz,Tirarmidi,"",VERB,,,,,,,,,Message,,,,1,,,
1314,almash/yoz,Tirgan,"",VERB,,,,,,,,,,,,,,,,
1315,almash/yoz,Tirgandi,"",VERB,,,,,,,,,Message,,,,,,,
1320,almash/yoz,Tirgandik,"",VERB,,,,,,,,,,,,,,,,
1316,almash/yoz,Tirgandilar,"",VERB,,,,,,,,,,,,1,,,,
1318,almash/yoz,Tirganding,"",VERB,,,,,,,,,,,,,,,,
1319,almash/yoz,Tirgandingiz,"",VERB,,,,,,,,,,,,,,,,
1346,almash/yoz,Tirgani,"",VERB,,,,,,,,,,,,,,,,
1347,almash/yoz,Tirganim,"",VERB,,,,,,,,,,,,,,,,
1348,almash/yoz,Tirganing,"",VERB,,,,,,,,,,,,,,,,
1333,almash/yoz,Tirganingdan,"",VERB,,,,,,,,,,,,,,,,
1334,almash/yoz,Tirganingga,"",VERB,,,,,,,,,,,,,,,,
1349,almash/yoz,Tirganingiz,"",VERB,,,,,,,,,,,,,,,,
1332,almash/yoz,Tirganingizdan,"",VERB,,,,,,,,,,,,,,,,
1351,almash/yoz,Tirganingizga,"",VERB,,,,,,,,,,,,,,,,
1331,almash/yoz,Tirganingizni,"",VERB,,,,,,,,,,,,,,,,
1330,almash/yoz,Tirganingni,"",VERB,,,,,,,,,,,,,,,,
1344,almash/yoz,Tirganlar,"",VERB,,,,,,,,,,,,1,,,,
1317,almash/yoz,Tirganmidi,"",VERB,,,,,,,,,Message,,,,1,,,
1321,almash/yoz,Tirganmidik,"",VERB,,,,,,,,,,,,,1,,,
1322,almash/yoz,Tirganmiding,"",VERB,,,,,,,,,,,,,1,,,
1323,almash/yoz,Tirganmidingiz,"",VERB,,,,,,,,,,,,,1,,,
1312,almash/yoz,Tirib,"",VERB,,,,,,,,,,,,,,,,
1313,almash/yoz,Tiribdi,"",VERB,,,,,,,,,Message,,,,,,,
1624,kul/ayt,Tiriladigan,"",VERB,,,,,,,,,,,,,,,,
1337,almash/yoz,Tirildi,"",VERB,,,,,,,,,Message,,,,,,,
1342,almash/yoz,Tirildik,"",VERB,,,,,,,,,,,,,,,,
1343,almash/yoz,Tirildikmi,"",VERB,,,,,,,,,,,,,1,,,
1338,almash/yoz,Tirildimi,"",VERB,,,,,,,,,,,,,1,,,
1341,almash/yoz,Tirildingiz,"",VERB,,,,,,,,,,,,,,,,
1340,almash/yoz,Tirildingizmi,"",VERB,,,,,,,,,,,,,1,,,
1339,almash/yoz,Tirildingmi,"",VERB,,,,,,,,,,,,,1,,,
1335,almash/yoz,Tirilgan,"",VERB,,,,,,,,,,,,,,,,
1383,almash/yoz,Tirilganda,"",VERB,,,,,,,,,,,,,,,,
1382,almash/yoz,Tirilgandan,"",VERB,,,,,,,,,,,,,,,,
1387,almash/yoz,Tirilgani,"",VERB,,,,,,,,,,,,,,,,
1389,almash/yoz,Tirilganida,"",VERB,,,,,,,,,,,,,,,,
1388,almash/yoz,Tirilganidan,"",VERB,,,,,,,,,,,,,,,,
1390,almash/yoz,Tirilganiga,"",VERB,,,,,,,,,,,,,,,,
1336,almash/yoz,Tirilganmi,"",VERB,,,,,,,,,,,,,1,,,
1384,almash/yoz,Tirilganni,"",VERB,,,,,,,,,,,,,,,,
1381,almash/yoz,Tirilib,"",VERB,,,,,,,,,,,,,,,,
1385,almash/yoz,Tirilibdi,"",VERB,,,,,,,,,Message,,,,,,,
1386,almash/yoz,Tirilibdimi,"",VERB,,,,,,,,,,,,,1,,,
1392,almash/yoz,Tirilish,"",VERB,,,,,,,,,,,,,,,,
1391,almash/yoz,Tirilishi,"",VERB,,,,,,,,,,,,,,,,
1394,almash/yoz,Tirilishida,"",VERB,,,,,,,,,,,,,,,,
1393,almash/yoz,Tirilishidan,"",VERB,,,,,,,,,,,,,,,,
1395,almash/yoz,Tirilishini,"",VERB,,,,,,,,,,,,,,,,
1324,almash/yoz,Tirish,"",VERB,,,,,,,,,,,,,,,,
1357,almash/yoz,Tirishdan,"",VERB,,,,,,,,,,,,,,,,
1327,almash/yoz,Tirishdi,"",VERB,,,,,,,,,Message,,,,,,,
1361,almash/yoz,Tirishdik,"",VERB,,,,,,,,,,,,,,,,
1328,almash/yoz,Tirishdimi,"",VERB,,,,,,,,,,,,,1,,,
1364,almash/yoz,Tirishdingiz,"",VERB,,,,,,,,,,,,,,,,
1367,almash/yoz,Tirishdingizmi,"",VERB,,,,,,,,,,,,,1,,,
1366,almash/yoz,Tirishdingmi,"",VERB,,,,,,,,,,,,,1,,,
1355,almash/yoz,Tirishga,"",VERB,,,,,,,,,,,,,,,,
1326,almash/yoz,Tirishgan,"",VERB,,,,,,,,,,,,,,,,
1353,almash/yoz,Tirishgandi,"",VERB,,,,,,,,,Message,,,,,,,
1369,almash/yoz,Tirishgani,"",VERB,,,,,,,,,,,,,,,,
1371,almash/yoz,Tirishganida,"",VERB,,,,,,,,,,,,,,,,
